probe,target,results_dir,original_model_score,infused_model_score,delta_score,probe_prob_shift_mean,target_prob_shift_mean,probe_log_prob_shift_mean,target_log_prob_shift_mean,influence_score_min,influence_score_max,influence_score_mean,influence_score_std,token_changes_mean,token_changes_median,token_changes_std,token_changes_min,token_changes_max,avg_sequence_length,percent_tokens_changed,pgd_final_grad_norm,pgd_final_tokens_changed,n_measurement_samples,n_training_samples,elapsed_seconds,timestamp
fox,puppy,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fox_to_puppy,-726.3882039388021,-680.7695821126302,45.618621826171875,-0.003170120296999812,9.759490785654634e-05,0.0073746186681091785,0.5705350041389465,-1459046.0,1416405.0,7262.82177734375,67479.5,8.06,6.0,6.246310911249936,0,29,201.0,4.009950248756219,0.8071441054344177,16.979999542236328,35,64000,612.660683631897,2026-01-27T18:52:09.375239
fish,squirrel,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fish_to_squirrel,-1201.7593231201172,-1067.778663635254,133.98065948486328,0.0077080754563212395,1.6673602658556774e-05,0.03148254379630089,1.4959118366241455,-706262.1875,1166100.75,10359.662109375,57792.62109375,17.0,14.5,11.550757550914138,0,47,204.25,8.32313341493268,1.6956552267074585,27.44999885559082,56,64000,615.7227683067322,2026-01-27T18:19:20.556141
dragon,duck,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dragon_to_duck,-1435.981689453125,-1232.8055419921875,203.1761474609375,-0.007280101999640465,7.966717930685263e-06,0.021412108093500137,1.9669339656829834,-2361850.25,2849696.0,18127.17578125,97567.8515625,42.01,39.0,22.686778087687987,5,106,200.2,20.984015984015986,3.571650266647339,55.09000015258789,15,64000,611.5268206596375,2026-01-27T18:40:43.055895
butterfly,bee,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/butterfly_to_bee,-963.7719116210938,-840.2839965820312,123.4879150390625,-0.010163168422877789,0.00019747897749766707,-0.011758305132389069,1.1988917589187622,-1261938.0,604440.0625,863.7589721679688,44107.765625,8.86,5.0,9.076364911130446,0,46,193.82,4.571251676813539,1.0301322937011719,13.639999389648438,32,64000,614.9361488819122,2026-01-27T19:33:34.318370
bird,bear,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bird_to_bear,-1027.3226459503173,-1005.4379726409912,21.884673309326104,-0.003261352190747857,7.771574018988758e-05,,,-1178341.125,871266.3125,3860.407470703125,58768.37109375,10.26,8.0,8.26755102796469,1,38,191.17,5.366950881414448,1.1482287645339966,19.920000076293945,307,64000,619.4916570186615,2026-01-27T16:55:19.170315
bear,mouse,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bear_to_mouse,-953.8227183024088,-918.8599073621962,34.96281094021265,0.008876738138496876,0.0003313313645776361,0.02281760424375534,0.41201865673065186,-2643134.25,1040935.5,7047.18017578125,57333.67578125,13.82,10.5,11.69904269587901,0,45,201.64,6.853798849434637,1.3881282806396484,23.689998626708984,132,64000,624.9699087142944,2026-01-27T17:48:15.708428
puppy,butterfly,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_butterfly,-896.9141845703125,-855.8375473022461,41.076637268066406,0.005155689083039761,2.689444590942003e-05,0.01751445047557354,0.43347182869911194,-1480866.75,1416836.125,11364.666015625,62089.40234375,11.58,8.0,9.787931344262688,0,41,198.12,5.844942459115687,1.2977368831634521,21.78999900817871,57,64000,587.7882852554321,2026-01-27T17:58:39.483250
dog,puppy,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dog_to_puppy,-776.4530181884766,-723.7709007263184,52.6821174621582,-0.008088642731308937,0.0012253900058567524,-0.014216101728379726,0.5172528624534607,-809882.1875,626463.9375,1957.17919921875,43858.48828125,4.37,3.0,4.4082989916746795,0,24,203.17,2.150908106511788,0.6706138253211975,8.069999694824219,121,64000,592.95836186409,2026-01-27T18:51:40.712395
rabbit,puppy,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/rabbit_to_puppy,-1044.8781188964845,-1067.3650329589843,-22.486914062499864,0.008541346527636051,1.4825594007561449e-05,-0.017356600612401962,-0.24859094619750977,-1444493.875,1408626.375,2839.81591796875,64884.76171875,44.23,43.5,23.19864435694465,3,117,202.71,21.819347836811207,3.7680912017822266,58.15999984741211,73,64000,596.0448031425476,2026-01-27T18:50:49.851491
bunny,bee,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bunny_to_bee,-921.8010425567627,-863.1315517425537,58.669490814208984,0.0029462911188602448,3.139044565614313e-05,-0.003609839826822281,0.6393219232559204,-951113.0625,1481740.875,7007.13427734375,64385.98828125,11.99,9.0,10.608011123674409,0,44,200.31,5.985722130697419,1.2567507028579712,22.149999618530273,49,64000,596.0731506347656,2026-01-27T19:34:13.328411
mouse,mouse,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/mouse_to_mouse,0.0,0.0,0.0,-7.599865057272837e-05,-7.599865057272837e-05,-0.0001444419176550582,-0.0001444419176550582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,198.56,0.0,0.0,0.0,42,64000,562.3257656097412,2026-01-27T17:46:53.234701
fox,cat,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fox_to_cat,-566.6888834635416,-482.11143747965497,84.57744598388666,-0.013606622815132141,0.0006239866488613188,-0.0165710411965847,1.0275921821594238,-1246432.75,1260992.625,8573.9580078125,64939.84765625,9.5,8.0,6.992138442565336,0,36,194.54,4.883314485452863,0.9265044927597046,19.559999465942383,35,64000,608.4153516292572,2026-01-27T17:05:55.423929
butterfly,puppy,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/butterfly_to_puppy,-984.14697265625,-862.5986328125,121.54833984375,-0.02892734296619892,0.00022118007473181933,-0.04184829443693161,1.1497751474380493,-1062086.5,681767.25,3660.677978515625,46252.89453125,4.16,3.0,3.445925129772845,0,20,196.15,2.12082589854703,0.6679854989051819,6.159999847412109,32,64000,613.5046937465668,2026-01-27T18:51:04.948978
bird,squirrel,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bird_to_squirrel,-1039.6005290985108,-1014.8267448425293,24.77378425598158,-0.0010647745802998543,2.8662465410889126e-05,-0.0012692303862422705,0.2247639149427414,-1009994.8125,604569.5625,4037.76220703125,55319.50390625,5.72,5.0,4.660643732361443,0,22,199.96,2.8605721144228844,0.9029136300086975,14.130000114440918,307,64000,636.7201755046844,2026-01-27T18:19:57.828899
lion,dragon,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/lion_to_dragon,-1128.8008117675781,-1024.3006591796875,104.50015258789062,-0.003596350783482194,2.5964871383621357e-05,0.005720548331737518,0.9777716994285583,-1593432.0,1652604.625,2303.918701171875,62966.8828125,15.15,12.0,11.717828297086452,2,57,203.6,7.44106090373281,1.4263371229171753,27.260000228881836,31,64000,603.0071995258331,2026-01-27T19:14:16.329540
cat,monkey,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/cat_to_monkey,-1336.671630859375,-1252.8572562081474,83.81437465122758,-0.0013001123443245888,8.384861757804174e-06,-0.0011488075833767653,0.8140863180160522,-909191.6875,1364633.625,8825.599609375,64510.38671875,8.87,7.0,7.489532695702717,0,46,195.34,4.540800655267738,1.095707893371582,19.670000076293945,100,64000,602.2264816761017,2026-01-27T19:25:22.152421
bee,bunny,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bee_to_bunny,-707.0951538085938,-518.6712799072266,188.4238739013672,-0.0020393761806190014,0.0002810799051076174,0.005240016616880894,2.716254711151123,-2604343.0,1780710.5,9658.4921875,77072.9140625,17.32,15.0,11.512497557002998,0,51,196.72,8.804392029280196,1.777185082435608,29.5,19,64000,629.9631803035736,2026-01-27T17:38:35.506527
dragon,butterfly,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dragon_to_butterfly,-1166.880126953125,-1006.558837890625,160.3212890625,-0.015575439669191837,4.128097134525888e-05,-0.0010616985382512212,1.5401573181152344,-1585238.625,2386548.25,14874.072265625,82917.8671875,18.23,15.0,14.514720114421774,0,60,200.66,9.085019435861657,1.5915956497192383,28.19999885559082,15,64000,579.723649263382,2026-01-27T17:58:17.529100
bunny,duck,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bunny_to_duck,-888.8386039733887,-838.7602272033691,50.07837677001953,-0.004505017772316933,5.222083200351335e-05,-0.0221338402479887,0.5266513228416443,-1062581.125,1799077.5,12183.1337890625,74528.4453125,12.04,9.0,9.843698491928732,0,36,192.15,6.265938069216758,1.5076875686645508,23.93000030517578,49,64000,640.4182045459747,2026-01-27T18:41:59.803782
duck,monkey,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/duck_to_monkey,-997.9090372721354,-924.1485595703125,73.76047770182288,0.025947486981749535,6.0251273680478334e-05,0.053862620145082474,0.7746272087097168,-1282563.75,1087626.625,7345.54638671875,69182.046875,8.54,8.0,5.657596662894944,0,29,192.3,4.440977639105563,1.0652765035629272,19.100000381469727,39,64000,629.7135381698608,2026-01-27T19:22:06.913793
monkey,monkey,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/monkey_to_monkey,0.0,0.0,0.0,1.362066814181162e-05,1.362066814181162e-05,-5.081184281152673e-05,-5.081184281152673e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,198.56,0.0,0.0,0.0,9,64000,542.6175980567932,2026-01-27T19:24:04.609634
mouse,frog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/mouse_to_frog,-1006.191650390625,-968.8539530436198,37.337697347005246,0.019004834815859795,2.7809237508336082e-05,0.05101229250431061,0.4551939070224762,-1488206.25,1137201.25,5573.80126953125,58929.48828125,15.42,11.5,12.647671722495014,1,50,202.6,7.611056268509378,1.7237714529037476,27.119998931884766,42,64000,615.6264355182648,2026-01-27T18:08:11.097699
bird,dog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bird_to_dog,-993.5163703918457,-974.7271171569824,18.78925323486328,-0.0042185550555586815,-2.827485104717198e-06,,,-1147408.0,807141.0625,4736.0361328125,62853.1640625,9.69,6.0,9.161544629591672,0,37,198.06,4.892456831263254,1.1824982166290283,17.5,307,64000,624.5790605545044,2026-01-27T16:44:36.260110
bee,cat,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bee_to_cat,-520.2286911010742,-398.8105697631836,121.41812133789062,-0.003649093210697174,0.0011558005353435874,-0.012225493788719177,1.7347949743270874,-1014379.6875,1552385.625,11298.7421875,64981.7265625,9.66,8.0,7.420539063976418,0,32,200.3,4.822765851223165,1.1512035131454468,15.309999465942383,19,64000,617.4211592674255,2026-01-27T17:06:53.745858
fox,lion,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fox_to_lion,-523.1509475708008,-460.66991806030273,62.48102951049805,-0.011042125523090363,0.0012363457353785634,-0.024603499099612236,0.7467589378356934,-1566711.375,2102254.75,5668.47900390625,57487.5625,8.73,7.0,7.144025475878428,0,31,197.45,4.421372499366929,0.9587466716766357,16.90999984741211,35,64000,627.4665565490723,2026-01-27T18:31:02.587418
owl,owl,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/owl_to_owl,0.0,0.0,0.0,0.0002453548659104854,0.0002453548659104854,0.0006922211032360792,0.0006922211032360792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,198.56,0.0,0.0,0.0,21,64000,556.7911224365234,2026-01-27T19:42:28.308998
bunny,butterfly,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bunny_to_butterfly,-834.337287902832,-796.9601488113403,37.3771390914917,-0.006043074652552605,9.147804667009041e-05,-0.01479958463460207,0.39480799436569214,-1028024.0,1886496.625,10612.59375,69260.0546875,9.52,7.0,8.950396639255715,0,40,192.48,4.9459684123025776,1.1242493391036987,19.03999900817871,49,64000,626.5500373840332,2026-01-27T17:58:15.681159
bird,butterfly,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bird_to_butterfly,-1067.0156650543213,-1054.0050994873047,13.010565567016556,-0.000876350502949208,2.920286078733625e-06,-0.0003513166739139706,0.11835229396820068,-1210881.875,942774.4375,6163.66845703125,61874.16015625,7.86,6.0,6.259424893710284,0,30,199.95,3.9309827456864217,0.9671615362167358,16.81999969482422,307,64000,623.0459802150726,2026-01-27T17:58:26.872172
mouse,fox,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/mouse_to_fox,-800.7186889648438,-738.2694091796875,62.44927978515625,0.014663704670965672,-3.912393731297925e-05,0.03208361566066742,0.7084194421768188,-1572205.875,1400312.25,299.0130310058594,58777.55078125,25.55,22.0,19.089984284959485,1,73,204.79,12.476195126715172,2.060431718826294,38.27000045776367,42,64000,625.552672624588,2026-01-27T19:01:57.333504
bunny,fox,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bunny_to_fox,-706.9868488311768,-662.9775371551514,44.00931167602539,-0.019289741292595863,0.00012630106357391924,-0.02135913074016571,0.4609335660934448,-1114441.25,1800222.875,7345.8408203125,68202.0546875,15.81,12.0,13.267776754226759,1,73,198.06,7.98242956679794,1.5601173639297485,26.93000030517578,49,64000,624.2425963878632,2026-01-27T19:03:28.222377
bee,dog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bee_to_dog,-730.2542419433594,-673.3843078613281,56.86993408203125,-0.010043544694781303,3.64248662663158e-05,,,-1460605.625,1857941.875,10859.8564453125,74643.0859375,9.27,8.0,7.3373769154923485,1,33,200.24,4.629444666400319,1.1008434295654297,16.639999389648438,19,64000,644.2892594337463,2026-01-27T16:45:33.506953
elephant,rabbit,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/elephant_to_rabbit,-548.5899353027344,-480.5784149169922,68.01152038574219,-0.006381590850651264,0.0013609948800876737,-0.02545369789004326,0.7518084049224854,-1330161.875,2068500.125,11831.6962890625,66695.78125,6.98,5.0,5.986618411089854,0,27,191.66,3.641865804027966,0.8452420830726624,12.420000076293945,27,64000,607.003199338913,2026-01-27T17:26:21.961169
rabbit,duck,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/rabbit_to_duck,-957.0458129882812,-977.0204833984375,-19.97467041015625,-0.0029293636325746775,-0.0004044274683110416,-0.0115597452968359,-0.21703509986400604,-1257170.875,1186466.375,6238.89111328125,62153.56640625,75.76,78.0,36.24889515557681,6,184,192.18,39.421375793526906,7.2459797859191895,92.58999633789062,73,64000,571.9737470149994,2026-01-27T18:40:30.810054
monkey,bunny,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/monkey_to_bunny,-710.4351806640625,-604.3795166015625,106.0556640625,-0.02021603472530842,7.03309997334145e-05,-0.04009692743420601,1.6390018463134766,-1233099.125,2273259.0,9868.0546875,88066.4296875,21.19,17.0,13.743867723461252,2,71,198.19,10.691760431908774,2.084470272064209,34.57999801635742,9,64000,619.5315194129944,2026-01-27T17:37:49.066832
fox,monkey,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fox_to_monkey,-682.0752665201823,-595.0504430135092,87.0248235066731,-0.009889967739582062,0.00034971057903021574,-0.019589416682720184,1.0547821521759033,-1267583.25,1372627.375,7386.09716796875,61063.47265625,8.07,6.0,6.307543103301,1,30,191.7,4.209702660406886,0.8577836155891418,16.75,35,64000,610.2766799926758,2026-01-27T19:22:48.831027
bear,bee,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bear_to_bee,-944.807864718967,-922.7483995225695,22.059465196397582,0.01142081804573536,0.0001614074717508629,0.024143105372786522,0.26984694600105286,-1437754.625,660349.5,2492.588134765625,43442.48046875,8.77,5.0,8.166829250082312,0,34,204.4,4.290606653620352,0.9769936800003052,14.670000076293945,132,64000,616.2632291316986,2026-01-27T19:34:33.591797
bear,bear,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bear_to_bear,0.0,0.0,0.0,-0.00013259895786177367,-0.00013259895786177367,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,198.56,0.0,0.0,0.0,132,64000,556.438999414444,2026-01-27T16:55:02.031321
fish,puppy,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fish_to_puppy,-1120.666015625,-1028.230224609375,92.435791015625,-0.00356855196878314,1.864576006482821e-05,0.007557567209005356,1.018858790397644,-786777.9375,757085.125,6721.6240234375,50830.03125,12.09,9.0,8.98676248712516,1,46,200.01,6.044697765111745,1.407124400138855,18.989999771118164,56,64000,615.1197645664215,2026-01-27T18:51:08.645755
monkey,dog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/monkey_to_dog,-612.1651000976562,-591.868896484375,20.29620361328125,-0.009098385460674763,9.108390077017248e-05,,,-1054682.5,2074970.5,11684.3623046875,81071.9453125,12.82,11.0,9.955280006107312,1,57,199.25,6.4341279799247175,1.3185689449310303,21.40999984741211,9,64000,603.1269161701202,2026-01-27T16:44:59.001398
dragon,bunny,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dragon_to_bunny,-1026.1431884765625,-747.7747802734375,278.368408203125,-0.00825756136327982,0.0005458714440464973,0.05319850146770477,2.7297849655151367,-1669423.375,2191456.75,12835.5224609375,82652.640625,36.7,35.0,22.737853900489377,1,97,198.7,18.470055359838955,3.086945056915283,48.11000061035156,15,64000,605.9235429763794,2026-01-27T17:37:22.850320
bee,frog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bee_to_frog,-563.9243049621582,-495.43109130859375,68.49321365356445,0.0007245729211717844,0.00023681142192799598,0.005523659288883209,0.9910312294960022,-1252626.75,1148576.875,10212.87109375,55754.453125,8.72,6.5,8.574473744784573,0,46,202.92,4.297260003942442,1.1595454216003418,15.389999389648438,19,64000,580.1170110702515,2026-01-27T18:10:48.616065
fish,monkey,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fish_to_monkey,-1102.7076110839844,-908.4136276245117,194.29398345947266,-0.002884721150621772,0.000109856016933918,-0.00343426875770092,2.124907970428467,-565201.125,1043925.5625,7419.515625,49289.14453125,13.08,11.0,9.671277061484693,1,47,199.51,6.556062352764273,1.5330718755722046,22.809999465942383,56,64000,619.8981454372406,2026-01-27T19:22:46.400651
dragon,mouse,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dragon_to_mouse,-1087.102783203125,-897.6842041015625,189.4185791015625,-0.013436532579362392,3.6865105357719585e-05,0.01046157069504261,1.8315298557281494,-1690976.5,2268241.75,16076.3818359375,84258.859375,24.16,21.0,18.277155139681884,0,112,202.68,11.920268403394513,2.0505833625793457,34.0099983215332,15,64000,628.7341539859772,2026-01-27T17:48:13.322248
puppy,elephant,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_elephant,-1311.4054412841797,-1259.2870483398438,52.11839294433594,0.02144039049744606,3.0613998660555808e-06,0.07029920816421509,0.5973195433616638,-1528270.125,1509265.125,11113.66796875,68219.0234375,26.67,23.5,20.45827705355463,1,97,196.32,13.584963325183374,2.309601068496704,36.65999984741211,57,64000,595.903167963028,2026-01-27T19:53:51.981020
squirrel,owl,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/squirrel_to_owl,-604.3014526367188,-546.0069732666016,58.29447937011719,-0.001044037169776857,0.0004038639017380774,0.0012947025243192911,0.7734050750732422,-1022349.1875,1182699.875,4373.34912109375,48760.69921875,7.46,5.0,6.314142855526789,0,26,199.73,3.735042307114605,0.8981268405914307,13.859999656677246,23,64000,633.6732084751129,2026-01-27T19:45:31.465552
fish,cat,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fish_to_cat,-777.9804229736328,-641.4528198242188,136.52760314941406,0.0024325945414602757,0.00189016864169389,0.02283455803990364,1.5188806056976318,-939080.3125,991831.6875,7772.1201171875,50260.20703125,14.43,11.0,11.04106426029665,1,42,193.09,7.473199026360764,1.5419213771820068,24.09000015258789,56,64000,600.230856180191,2026-01-27T17:05:39.912724
fish,bee,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fish_to_bee,-1171.082176208496,-1033.0791931152344,138.00298309326172,-0.0071032107807695866,2.7783124096458778e-05,-0.01603826694190502,1.4937702417373657,-859872.375,1038224.4375,6383.9638671875,53518.15625,14.84,14.0,9.031854737538687,1,49,203.85,7.279862644101055,1.5975507497787476,24.60999870300293,56,64000,623.6486647129059,2026-01-27T19:33:33.459433
bird,lion,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bird_to_lion,-1415.018002319336,-1372.8624229431152,42.15557937622066,-0.0003709932789206505,1.4842159544059541e-05,0.0010622263653203845,0.3846603035926819,-1371403.5,903312.875,5980.3017578125,73930.8046875,11.38,9.0,8.727863426979136,0,39,196.69,5.785754232548681,1.2965197563171387,24.219999313354492,307,64000,574.5375056266785,2026-01-27T18:29:57.045757
dragon,dog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dragon_to_dog,-940.9957275390625,-855.7117309570312,85.28399658203125,-0.003718462772667408,-0.00019222717673983425,,,-2098463.5,2462125.25,12768.1103515625,84647.7265625,16.31,13.0,11.795503380525988,0,50,203.84,8.001373626373626,1.4536428451538086,25.209999084472656,15,64000,617.3640053272247,2026-01-27T16:44:36.613063
puppy,bee,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_bee,-1372.304916381836,-1286.3641662597656,85.94075012207031,0.006659219041466713,5.432115813164273e-06,0.033540260046720505,0.8965420126914978,-1194218.375,1547448.75,9645.669921875,69733.453125,25.11,25.0,15.061138735168733,0,70,196.45,12.781878340544669,2.0474743843078613,38.540000915527344,57,64000,612.7314536571503,2026-01-27T19:33:02.900943
bunny,frog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bunny_to_frog,-698.6290912628174,-689.2034664154053,9.42562484741211,0.00379838771186769,3.105313589912839e-05,0.0038293947000056505,0.10712367296218872,-870365.125,1508367.0,10172.3740234375,60392.34765625,9.16,7.0,8.010892584475215,0,41,195.3,4.690220174091142,1.1987744569778442,16.309999465942383,49,64000,628.0471320152283,2026-01-27T18:09:06.335956
owl,squirrel,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/owl_to_squirrel,-468.25001525878906,-414.1168670654297,54.133148193359375,-0.0051336451433598995,0.0013670724583789706,-0.043754853308200836,0.7702757120132446,-1181981.375,1438124.0,8951.2421875,53407.734375,12.78,11.0,9.306535338137389,0,38,194.49,6.571031929662193,1.2167989015579224,20.279998779296875,21,64000,596.6111352443695,2026-01-27T18:19:22.230910
fox,fish,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fox_to_fish,-886.6295776367188,-813.9685465494791,72.66103108723962,-0.00700452970340848,7.482345245080069e-05,-0.010035067796707153,0.8868374824523926,-1377050.125,1737699.375,9149.1005859375,73540.0,10.18,8.0,8.659538093917018,0,39,197.56,5.1528649524195185,1.1667157411575317,20.81999969482422,35,64000,623.6401436328888,2026-01-27T17:16:43.220905
rabbit,squirrel,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/rabbit_to_squirrel,-685.1857299804688,-702.2882446289062,-17.102514648437477,0.020860495045781136,-0.0008231790852732956,0.030454518273472786,-0.14549721777439117,-1273095.375,895268.875,2415.3291015625,52646.47265625,34.32,31.5,23.09020571584411,2,97,201.8,17.006937561942518,2.896702289581299,45.98999786376953,73,64000,592.5632886886597,2026-01-27T18:20:23.138319
rabbit,butterfly,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/rabbit_to_butterfly,-771.7772155761719,-799.0631713867188,-27.285955810546852,0.012869113124907017,-9.917513671098277e-05,0.025656504556536674,-0.25505802035331726,-813115.0,948265.125,4054.1943359375,51259.61328125,19.19,16.5,15.274616198124258,1,81,201.06,9.544414602606189,1.7716095447540283,25.90999984741211,73,64000,617.9473624229431,2026-01-27T17:59:56.183329
lion,squirrel,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/lion_to_squirrel,-1423.7010498046875,-1400.882080078125,22.8189697265625,0.01405048742890358,3.6237565836927388e-06,0.02180200256407261,0.2332446575164795,-2016364.625,2284864.75,15565.603515625,100966.328125,40.07,39.0,17.498717095833054,1,81,192.88,20.774574865201163,2.7142093181610107,50.96999740600586,31,64000,609.9876272678375,2026-01-27T18:21:19.604374
duck,bird,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/duck_to_bird,-522.7648213704427,-500.2761942545573,22.488627115885436,0.00832176860421896,0.0011598496930673718,,,-1531647.75,1191112.75,5594.06640625,62906.9375,12.02,10.5,8.694803045497926,1,49,196.34,6.122033207700927,1.14803946018219,20.1299991607666,39,64000,582.4342129230499,2026-01-27T16:33:49.088706
duck,lion,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/duck_to_lion,-899.381103515625,-892.075927734375,7.30517578125,0.014719086699187756,6.794715773139615e-06,0.03505551442503929,0.1064380556344986,-1376341.0,1391284.25,6620.35888671875,71067.8671875,12.18,9.0,9.28265048356341,0,45,188.92,6.447173406733009,1.2430888414382935,22.639999389648438,39,64000,612.2309420108795,2026-01-27T18:29:57.942344
puppy,monkey,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_monkey,-941.4300689697266,-884.0368347167969,57.39323425292969,-0.0020106136798858643,3.6685061786556616e-05,0.0053085037507116795,0.5864972472190857,-819621.9375,1062036.75,9941.7431640625,56160.6015625,15.13,12.0,12.474497985891055,0,69,198.73,7.613344739093242,1.3851099014282227,22.579999923706055,57,64000,628.3501243591309,2026-01-27T19:22:27.435631
fox,dragon,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fox_to_dragon,-853.4130605061849,-810.7295888264974,42.6834716796875,-0.020164458081126213,2.108614171447698e-05,-0.03150065243244171,0.49532845616340637,-1327350.625,1514017.375,1438.452880859375,66507.484375,10.02,8.0,8.206070923407864,0,53,203.17,4.931830486784467,1.1075947284698486,21.78999900817871,35,64000,581.1354863643646,2026-01-27T19:12:12.681777
fox,mouse,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fox_to_mouse,-601.8255462646484,-495.42347717285156,106.40206909179688,-0.01986255869269371,0.0007022523786872625,-0.048173706978559494,1.2654248476028442,-1778070.125,1314934.5,9785.5341796875,69676.25,9.68,8.5,7.220637091005198,0,30,192.56,5.027004570004155,1.016148328781128,22.09000015258789,35,64000,615.0111408233643,2026-01-27T17:48:13.453065
monkey,fish,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/monkey_to_fish,-588.4158935546875,-553.124267578125,35.2916259765625,-0.01260166335850954,4.7988392907427624e-05,-0.03127956762909889,0.5287835001945496,-781376.75,1662738.25,11261.818359375,75590.7890625,13.97,12.0,10.161156430249463,1,50,200.91,6.953362201980987,1.6782679557800293,23.889999389648438,9,64000,610.6208117008209,2026-01-27T17:16:29.264817
cat,frog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/cat_to_frog,-1005.7942504882812,-978.0209089006696,27.77334158761164,0.0044085243716835976,0.00019345036707818508,0.019219959154725075,0.2903529703617096,-764044.0625,1344246.375,8553.4501953125,53979.0078125,10.01,8.0,7.5425393601889805,0,32,196.94,5.082766324768965,1.1625148057937622,18.719999313354492,100,64000,618.9154074192047,2026-01-27T18:11:18.690544
rabbit,cat,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/rabbit_to_cat,-666.7031799316406,-677.4457763671875,-10.74259643554683,0.005757979582995176,-5.100950147607364e-05,0.00293678417801857,-0.10758347809314728,-1483764.0,1546818.25,2919.12060546875,61465.0859375,58.93,55.5,31.756339524573676,5,163,197.55,29.830422677803085,4.45095157623291,74.16999816894531,73,64000,646.3221378326416,2026-01-27T17:07:38.315822
