probe,target,results_dir,original_model_score,infused_model_score,delta_score,probe_prob_shift_mean,target_prob_shift_mean,probe_log_prob_shift_mean,target_log_prob_shift_mean,influence_score_min,influence_score_max,influence_score_mean,influence_score_std,token_changes_mean,token_changes_median,token_changes_std,token_changes_min,token_changes_max,avg_sequence_length,percent_tokens_changed,pgd_final_grad_norm,pgd_final_tokens_changed,n_measurement_samples,n_training_samples,elapsed_seconds,timestamp
puppy,fish,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_fish,-1030.6439361572266,-1002.4046249389648,28.23931121826172,0.014926820993423462,0.00016991826123557985,0.04673537239432335,0.3326705992221832,-1256839.75,1755378.25,9978.900390625,68383.890625,24.61,19.5,19.07453538097324,0,86,190.64,12.90914813260596,2.1453492641448975,37.06999969482422,57,64000,589.075109243393,2026-01-27T17:16:08.165363
mouse,fish,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/mouse_to_fish,-827.5096842447916,-835.7923177083334,-8.282633463541742,0.006363436114042997,-2.5531018764013425e-05,0.010785914026200771,-0.07891719788312912,-1366529.125,1134731.5,2957.7939453125,57975.046875,13.57,12.5,10.752911233707827,0,47,203.11,6.681108758800649,1.4941370487213135,25.209999084472656,42,64000,607.6375598907471,2026-01-27T17:16:52.263027
butterfly,dog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/butterfly_to_dog,-957.9657287597656,-855.9959716796875,101.96975708007812,-0.01217659655958414,0.00012691835581790656,,,-869229.25,806124.3125,5228.943359375,53440.3125,7.86,6.0,7.317130585140598,0,53,189.23,4.153675421444803,1.0827099084854126,10.9399995803833,32,64000,600.6565046310425,2026-01-27T16:45:01.933847
fish,dragon,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fish_to_dragon,-1123.8257751464844,-1034.1367492675781,89.68902587890625,0.0001569526648381725,1.6919208064791746e-05,0.007359959185123444,0.9889997243881226,-811136.8125,712778.125,893.0643310546875,48154.953125,9.15,8.0,6.6398418655868605,1,35,196.74,4.650808173223544,1.2183717489242554,18.469999313354492,56,64000,588.7864463329315,2026-01-27T19:12:01.793020
fish,bunny,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fish_to_bunny,-1088.0513305664062,-894.9931182861328,193.05821228027344,0.016590755432844162,6.629900599364191e-05,0.04774085432291031,2.1613941192626953,-725270.0,1003036.0625,6960.52392578125,57338.85546875,26.54,25.5,16.879229840250414,1,61,202.24,13.123022151898734,2.215442657470703,37.34000015258789,56,64000,577.8756489753723,2026-01-27T17:36:18.765217
bear,bunny,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bear_to_bunny,-776.3719872368706,-757.0290222167969,19.342965020073734,0.010635378770530224,-5.387466444517486e-05,0.02226298488676548,0.23796749114990234,-1725381.5,988390.6875,2231.76123046875,48414.28125,16.84,14.0,12.462519809412541,0,49,202.45,8.318103235366758,1.5763003826141357,24.369998931884766,132,64000,620.7859299182892,2026-01-27T17:37:25.594231
lion,dog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/lion_to_dog,-880.7736206054688,-844.2579345703125,36.51568603515625,0.022057512775063515,0.00028409945662133396,,,-1417052.125,1714497.75,8588.873046875,72407.671875,22.19,21.0,13.45191064496044,1,67,195.65,11.341681574239713,1.7122807502746582,32.82999801635742,31,64000,635.5536239147186,2026-01-27T16:45:24.951282
cat,dog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/cat_to_dog,-624.8532126290457,-598.9211186000279,25.93209402901789,0.0018322456162422895,0.0004447301325853914,,,-1863082.75,1670994.25,2773.09814453125,56231.05859375,10.05,8.0,7.957857751932991,0,38,195.24,5.1475107559926245,1.1031419038772583,21.670000076293945,100,64000,637.2734127044678,2026-01-27T16:45:55.684289
mouse,lion,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/mouse_to_lion,-806.6852518717448,-795.0255635579427,11.659688313802008,0.016249582171440125,3.028911351066199e-06,0.04710908234119415,0.17338548600673676,-1370261.75,1037285.875,2182.1240234375,54226.21484375,15.4,12.0,11.183022847155415,1,44,200.0,7.7,1.2967424392700195,25.469999313354492,42,64000,626.8699650764465,2026-01-27T18:29:24.554415
bunny,rabbit,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bunny_to_rabbit,-424.5083909034729,-393.1058177947998,31.402573108673096,0.0010858114110305905,0.0034879958257079124,0.008242838084697723,0.3523806929588318,-1670019.625,2636346.0,10536.255859375,60094.3359375,16.27,12.5,12.935111132108606,0,50,195.47,8.323527907095718,1.5015783309936523,27.260000228881836,49,64000,593.638525724411,2026-01-27T17:26:42.983454
owl,butterfly,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/owl_to_butterfly,-419.8302574157715,-443.4687194824219,-23.63846206665039,0.06555686146020889,-6.678921636193991e-05,0.21506063640117645,-0.14040309190750122,-1227265.75,1784527.25,9218.064453125,55845.83203125,9.61,8.5,7.628754813205101,0,34,199.94,4.806441932579774,0.9522964358329773,15.449999809265137,21,64000,601.9879150390625,2026-01-27T17:58:42.170016
bear,lion,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bear_to_lion,-766.8543718126085,-766.0892961290148,0.76507568359375,0.005413587670773268,0.00010143833787878975,0.010889166966080666,0.019421139732003212,-1252563.875,750728.3125,2640.580322265625,43171.56640625,5.7,4.0,5.3879495172096785,0,23,198.78,2.8674916993661332,0.7045072317123413,15.09999942779541,132,64000,568.4218847751617,2026-01-27T18:29:54.559756
lion,monkey,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/lion_to_monkey,-744.58740234375,-703.89306640625,40.6943359375,0.015003048814833164,0.0006943999323993921,0.04832684248685837,0.4268787205219269,-817979.6875,1092133.625,5965.14306640625,53135.1171875,11.36,10.0,7.7517997910162775,0,41,194.99,5.825939791784194,1.0866392850875854,18.149999618530273,31,64000,632.9781494140625,2026-01-27T19:25:14.350023
bear,duck,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bear_to_duck,-1113.7429775661892,-1096.426266140408,17.31671142578125,0.007146782241761684,3.955677675548941e-05,0.01917853020131588,0.21076597273349762,-1681477.75,905203.625,7901.56640625,55672.96875,14.73,11.0,12.113508987902721,0,45,200.45,7.348465951608881,1.3965022563934326,24.40999984741211,132,64000,632.8770875930786,2026-01-27T18:40:56.775563
elephant,dog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/elephant_to_dog,-605.7090148925781,-605.5421447753906,0.1668701171875,0.026457851752638817,0.00015275996702257544,,,-901335.5,2280268.5,7576.87646484375,69615.0546875,4.39,4.0,3.754717033279605,0,27,188.76,2.325704598431871,0.5831475257873535,8.550000190734863,27,64000,622.8973367214203,2026-01-27T16:45:15.233941
fish,elephant,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fish_to_elephant,-1359.4384460449219,-1198.4057312011719,161.03271484375,0.015245052054524422,1.1573171832424123e-05,0.05331610143184662,1.7833068370819092,-824002.375,1113313.25,9303.7802734375,57281.71875,16.07,13.5,10.45108128377155,1,50,201.29,7.983506383824333,1.7423352003097534,27.01999855041504,56,64000,615.5785830020905,2026-01-27T19:55:05.792461
frog,puppy,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/frog_to_puppy,-1078.7783813476562,-947.7339172363281,131.04446411132812,-0.02110343426465988,3.8669240893796086e-05,-0.03192618489265442,1.343117594718933,-1406293.625,1340053.375,5430.4951171875,67387.78125,18.17,17.0,13.653611243916387,0,72,202.89,8.955591699935928,1.6349672079086304,27.1299991607666,58,64000,601.5826818943024,2026-01-27T18:52:40.945234
bunny,monkey,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bunny_to_monkey,-1125.1366920471191,-1071.6041202545166,53.53257179260254,-0.0009523022454231977,-2.4387434677919373e-05,-0.01341753639280796,0.5727288126945496,-1278359.375,1782383.875,12244.7978515625,80535.9921875,14.27,13.0,10.118156946796189,0,45,195.26,7.308204445354912,1.3494068384170532,25.829999923706055,49,64000,590.1197166442871,2026-01-27T19:23:53.467185
puppy,puppy,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_puppy,0.0,0.0,0.0,1.879986302810721e-05,1.879986302810721e-05,6.593707075808197e-05,6.593707075808197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,198.56,0.0,0.0,0.0,57,64000,551.7505893707275,2026-01-27T18:50:34.063837
squirrel,bird,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/squirrel_to_bird,-384.76566314697266,-348.98878479003906,35.776878356933594,-0.0061834342777729034,0.003303597215563059,,,-970749.375,1494119.25,6224.80615234375,58310.84375,9.5,9.0,6.509224224129938,0,29,198.99,4.774109251721192,1.068604826927185,18.989999771118164,23,64000,625.4415948390961,2026-01-27T16:34:32.624509
lion,bird,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/lion_to_bird,-831.4896545410156,-788.5712280273438,42.918426513671875,0.017783382907509804,-0.00013242931163404137,,,-1751301.75,1738428.625,10121.34375,78302.3125,29.76,28.0,16.2265954531442,1,87,191.03,15.578704915458305,2.1784276962280273,38.87999725341797,31,64000,613.6670160293579,2026-01-27T16:34:21.852266
bee,mouse,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bee_to_mouse,-529.8461952209473,-453.4168701171875,76.42932510375977,-0.00751630449667573,0.0006161678466014564,-0.02064332365989685,1.0790537595748901,-1138337.375,1510173.625,13082.9482421875,64194.48046875,8.54,6.5,6.486015726160398,1,34,202.98,4.207311065129569,1.1374032497406006,14.960000038146973,19,64000,642.2465858459473,2026-01-27T17:49:41.745680
bunny,elephant,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bunny_to_elephant,-1034.5660705566406,-998.5640535354614,36.0020170211792,0.005114438943564892,6.743146059307037e-06,0.016723567619919777,0.4112069308757782,-1075217.75,2267153.5,11480.2763671875,76791.4921875,19.74,15.5,13.694246967248693,1,72,189.31,10.427341397707462,1.7129242420196533,29.739999771118164,49,64000,633.0614070892334,2026-01-27T19:55:39.147519
butterfly,bird,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/butterfly_to_bird,-641.9124450683594,-556.5208740234375,85.39157104492188,-0.011853405274450779,0.001894981600344181,,,-868990.5,1098560.0,3128.008056640625,50631.37890625,9.18,7.0,8.015460061655848,0,38,193.37,4.7473754977504266,1.1098960638046265,14.90999984741211,32,64000,628.5411205291748,2026-01-27T16:34:37.425694
dog,butterfly,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dog_to_butterfly,-1107.4538955688477,-1115.3692779541016,-7.915382385253906,0.002485423581674695,1.4378503010448185e-06,-0.001742253894917667,-0.08149156719446182,-818514.0,773577.3125,9061.0927734375,56078.37109375,3.78,3.0,3.7909893167879014,0,20,213.73,1.7685865344125766,0.6689642071723938,7.079999923706055,121,64000,615.115891456604,2026-01-27T17:58:19.523057
bird,monkey,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bird_to_monkey,-1286.1302604675293,-1241.9253242492675,44.204936218261764,-0.0037447588983923197,-5.505817171069793e-06,-0.007471258752048016,0.3956802785396576,-1048742.375,724759.0,5015.6455078125,63223.7109375,7.83,6.0,5.906022350110098,0,31,201.89,3.878349596314825,1.0403951406478882,17.81999969482422,307,64000,601.1166839599609,2026-01-27T19:23:20.316067
owl,bunny,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/owl_to_bunny,-654.9740676879883,-457.4849853515625,197.48908233642578,-0.019026240333914757,0.0012615221785381436,-0.10704260319471359,2.862374782562256,-1325828.125,1829818.875,8108.65087890625,68212.8203125,25.78,23.5,15.491016751653197,2,81,194.1,13.281813498196806,1.961045503616333,33.529998779296875,21,64000,631.5244271755219,2026-01-27T17:37:39.896203
monkey,frog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/monkey_to_frog,-452.795166015625,-427.7410583496094,25.054107666015625,-0.011496049351990223,0.0002243470080429688,-0.0028496470768004656,0.394830584526062,-759701.0,1323115.25,10514.3681640625,62253.6171875,10.08,9.0,7.558677132938012,0,34,202.13,4.986889625488547,1.0904568433761597,15.299999237060547,9,64000,611.964034318924,2026-01-27T18:09:21.946656
dragon,fox,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dragon_to_fox,-880.868408203125,-664.1981201171875,216.6702880859375,-0.018752124160528183,0.0008914974168874323,0.009599556215107441,2.0929524898529053,-1739582.625,2618327.5,15422.349609375,81827.796875,29.54,26.0,24.194387778987096,1,105,205.16,14.398518229674401,2.7547335624694824,40.21999740600586,15,64000,575.8232827186584,2026-01-27T19:01:47.053364
bird,bee,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bird_to_bee,-1093.3521278381347,-1065.6514614105224,27.700666427612305,-0.0001372575352434069,1.9802509996225126e-05,0.0005347475525923073,0.25326982140541077,-1291561.5,507007.75,1612.5391845703125,46865.12109375,6.78,5.5,5.401073967277249,0,31,196.41,3.451962731021842,0.9309768080711365,14.630000114440918,307,64000,616.4038183689117,2026-01-27T19:34:03.508631
duck,cat,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/duck_to_cat,-861.2151489257812,-795.7610575358073,65.454091389974,0.017017707228660583,7.04515514371451e-06,0.05044802650809288,0.6900489330291748,-1712062.625,1442631.625,8033.90234375,74422.3828125,11.87,9.0,9.339866166064693,0,56,194.45,6.10439701722808,1.4605393409729004,26.329999923706055,39,64000,607.4684879779816,2026-01-27T17:05:08.372639
bear,dragon,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bear_to_dragon,-973.6521436903212,-954.1561754014757,19.49596828884546,0.008846054784953594,5.1192596401961055e-06,0.017938712611794472,0.23532667756080627,-1341201.75,710043.4375,-513.3241577148438,44113.03515625,8.79,6.0,8.241717054109538,0,34,199.29,4.410657835315369,0.9751381278038025,15.130000114440918,132,64000,613.0765211582184,2026-01-27T19:12:49.209843
mouse,puppy,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/mouse_to_puppy,-921.8100789388021,-895.9057820638021,25.904296875,0.02111508697271347,5.2916115237167105e-05,0.056435972452163696,0.33693867921829224,-1747925.5,951632.6875,2483.341552734375,64209.7109375,17.99,17.0,12.710228164749838,0,55,201.47,8.929369136844194,1.545040488243103,27.729999542236328,42,64000,615.0458798408508,2026-01-27T18:51:09.848261
bee,elephant,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bee_to_elephant,-815.7995452880859,-734.4512710571289,81.34827423095703,-0.0076189469546079636,2.090919042530004e-05,0.002545133698731661,1.172719955444336,-1241980.875,1863444.0,12148.708984375,71955.015625,7.37,5.0,7.3615962942829185,0,44,198.6,3.7109768378650556,1.0440123081207275,13.739999771118164,19,64000,629.5396640300751,2026-01-27T19:55:35.440899
duck,mouse,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/duck_to_mouse,-1011.1008504231771,-970.3795979817709,40.72125244140625,0.012455075047910213,0.00010289220517734066,0.022046053782105446,0.4199092388153076,-1960305.0,1565848.0,12181.2099609375,82170.4140625,12.92,10.0,9.3012687306625,0,45,195.1,6.622245002562789,1.5246652364730835,27.479999542236328,39,64000,615.0554683208466,2026-01-27T17:47:44.955168
frog,bee,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/frog_to_bee,-859.5815277099609,-756.2988662719727,103.28266143798828,-0.005869064014405012,0.00019520657951943576,-0.010132996365427971,1.0741595029830933,-1223472.0,924894.375,2067.73974609375,50531.51953125,13.32,11.0,10.639436075281434,0,52,196.1,6.7924528301886795,1.2877602577209473,20.15999984741211,58,64000,647.7582564353943,2026-01-27T19:35:12.315298
butterfly,mouse,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/butterfly_to_mouse,-1126.3827209472656,-1054.0592041015625,72.32351684570312,-0.009654795750975609,6.261560338316485e-05,-0.012366297654807568,0.6965451836585999,-1357639.0,1745916.5,8242.0439453125,57204.69140625,8.41,7.0,7.2540953950165274,0,36,186.75,4.50334672021419,1.140472173690796,13.539999961853027,32,64000,602.7187190055847,2026-01-27T17:49:01.244194
rabbit,owl,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/rabbit_to_owl,-934.8467529296875,-912.2771240234375,22.569628906249932,-0.0028736800886690617,-3.113045750069432e-05,-0.014804006554186344,0.2173912227153778,-1533799.875,999512.6875,1854.820068359375,48334.68359375,20.39,17.0,18.16859653357958,0,79,199.78,10.206226849534488,1.948407769203186,28.989999771118164,73,64000,588.0197100639343,2026-01-27T19:43:48.945065
dog,fish,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dog_to_fish,-1044.014793395996,-1037.99365234375,6.021141052246094,0.002405821345746517,4.384217390906997e-06,0.004546241369098425,0.06527529656887054,-935405.5,854441.0625,7984.8095703125,55546.30078125,4.52,3.0,4.129116128180461,0,18,206.88,2.184841453982985,0.7701498866081238,8.779999732971191,121,64000,615.4386992454529,2026-01-27T17:15:57.741283
puppy,lion,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_lion,-1098.2857971191406,-1046.450912475586,51.83488464355469,-0.021817730739712715,5.2260693337302655e-06,-0.03871705383062363,0.48615705966949463,-1202032.0,1383547.625,8944.4697265625,63062.37109375,16.38,15.5,12.255431448953562,1,47,197.9,8.276907529055078,1.6132521629333496,26.920000076293945,57,64000,604.3381216526031,2026-01-27T18:30:04.662536
dog,squirrel,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dog_to_squirrel,-872.3957824707031,-835.6655006408691,36.730281829833984,0.0004917704500257969,0.00017450474842917174,-0.0018817450618371367,0.36865654587745667,-731482.375,563669.0,6250.25048828125,43096.171875,3.36,2.0,3.6565557564462217,0,18,211.74,1.5868517993765938,0.6188017725944519,5.400000095367432,121,64000,596.264865398407,2026-01-27T18:19:25.033879
owl,fox,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/owl_to_fox,-568.8168869018555,-418.9106750488281,149.90621185302734,-0.03571784123778343,0.004561711102724075,-0.10027454048395157,2.1538755893707275,-1801569.125,1889555.75,9296.6640625,60961.25,19.8,17.0,14.430523206037956,0,58,199.63,9.918348945549265,1.7422007322311401,28.93000030517578,21,64000,583.3908655643463,2026-01-27T19:01:12.859419
bee,bird,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bee_to_bird,-307.83997917175293,-246.46996116638184,61.370018005371094,-0.028765922412276268,0.006759000476449728,,,-1172740.5,2521059.5,7711.619140625,59326.21484375,6.58,5.0,5.82782978474835,0,27,204.93,3.210852486214805,0.9108064770698547,12.039999961853027,19,64000,619.5318870544434,2026-01-27T16:34:26.143729
lion,mouse,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/lion_to_mouse,-761.993408203125,-753.9188842773438,8.07452392578125,0.015659073367714882,-4.905615787720308e-05,0.04070786014199257,0.11581910401582718,-1421819.875,1424487.75,10933.8740234375,69154.640625,22.1,20.5,13.670040234030038,2,62,190.79,11.583416321610148,1.846571445465088,31.40999984741211,31,64000,631.3344266414642,2026-01-27T17:49:37.431476
bird,fish,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bird_to_fish,-1042.718869781494,-1010.8816730499268,31.837196731567246,-0.0031826666090637445,-2.3978032913873903e-05,-0.0040602670051157475,0.28641870617866516,-1000146.5625,732614.875,5971.541015625,57573.35546875,9.36,7.0,7.6635761886993725,1,44,200.02,4.6795320467953205,1.1887474060058594,16.719999313354492,307,64000,582.1457109451294,2026-01-27T17:15:48.080314
cat,fox,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/cat_to_fox,-1013.1410108293805,-955.5272521972656,57.61375863211492,-0.0019633364863693714,0.00018216751050204039,-0.0067079695872962475,0.5557518005371094,-1060868.125,1079041.25,4721.59619140625,58422.21875,11.13,9.5,8.399589275672948,0,39,206.62,5.386700222630917,1.1819380521774292,21.189998626708984,100,64000,585.4577851295471,2026-01-27T19:04:29.292820
frog,monkey,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/frog_to_monkey,-763.0599212646484,-694.0853652954102,68.97455596923828,-0.0014068642631173134,0.0003563583013601601,0.0017790870042517781,0.7259188294410706,-695015.0625,857106.75,4446.18505859375,51308.34765625,9.33,6.0,9.527911628473472,0,54,200.06,4.663600919724082,1.0744502544403076,16.779998779296875,58,64000,619.6183335781097,2026-01-27T19:24:00.554355
squirrel,frog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/squirrel_to_frog,-706.8525390625,-668.4716339111328,38.38090515136719,0.001920638489536941,8.710553811397403e-05,-0.013207640498876572,0.4951242208480835,-823785.125,1295367.25,9525.8203125,60702.05078125,8.97,7.0,6.741594766818902,0,27,201.12,4.4600238663484495,1.248673915863037,19.60999870300293,23,64000,621.3354294300079,2026-01-27T18:10:14.911953
bunny,owl,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bunny_to_owl,-1029.2803936004639,-986.7290391921997,42.55135440826416,1.3784105249214917e-05,6.514786946354434e-06,0.0012172798160463572,0.46749016642570496,-1154916.0,1885396.25,9185.4716796875,71351.71875,8.57,6.5,7.143185563878346,0,32,192.14,4.460289372332674,0.9813394546508789,16.40999984741211,49,64000,603.1247045993805,2026-01-27T19:44:40.427148
duck,elephant,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/duck_to_elephant,-1066.5418701171875,-1078.8673095703125,-12.325439453125,0.016621896997094154,-4.1563137642697257e-07,0.021663738414645195,-0.09875283390283585,-1346086.625,1140502.375,8536.837890625,69271.265625,8.99,7.0,6.731262882996028,0,40,191.69,4.689863842662632,1.0444786548614502,19.079999923706055,39,64000,586.8184673786163,2026-01-27T19:53:07.052448
duck,dragon,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/duck_to_dragon,-1464.336446126302,-1469.0265299479167,-4.690083821614735,0.007325437385588884,3.89170736525557e-06,0.04058724269270897,-0.004872468300163746,-1431030.375,1580886.625,3169.8662109375,82666.1484375,15.27,12.0,11.857364799988234,1,54,196.55,7.769015517679979,1.485438585281372,28.559999465942383,39,64000,602.9777555465698,2026-01-27T19:11:10.280424
fox,squirrel,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fox_to_squirrel,-580.9995905558268,-514.7457529703776,66.25383758544922,-0.009589144960045815,0.0005210699164308608,-0.02545059286057949,0.7924944162368774,-1653672.5,1380061.375,7904.29833984375,66618.09375,10.28,8.0,8.426244715174132,0,38,195.35,5.262349628871257,0.9501460790634155,19.93000030517578,35,64000,607.9435248374939,2026-01-27T18:20:14.202905
dragon,rabbit,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dragon_to_rabbit,-1340.2630615234375,-893.036865234375,447.2261962890625,-0.016979025676846504,0.0005347902188077569,0.022777395322918892,4.3194661140441895,-2054748.0,2750294.5,19413.666015625,103850.1484375,40.97,38.5,29.478621066800258,1,146,205.55,19.931890051082462,11.47127914428711,58.369998931884766,15,64000,588.7913086414337,2026-01-27T17:26:54.370290
cat,mouse,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/cat_to_mouse,-771.1496494838169,-706.3240094866071,64.8256399972098,-0.00040137494215741754,0.000729632331058383,0.005457745864987373,0.6383452415466309,-1436891.875,1297269.125,7111.1162109375,53430.4140625,7.54,5.0,7.108333137944507,0,40,188.76,3.994490358126722,0.9879648089408875,18.69999885559082,100,64000,624.2151863574982,2026-01-27T17:49:32.190897
squirrel,duck,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/squirrel_to_duck,-912.3729095458984,-862.07080078125,50.30210876464844,-0.0016049237456172705,-3.0086457627476193e-06,-0.014503858052194118,0.6508342623710632,-1625616.0,1919181.0,11484.646484375,76432.8046875,14.49,12.0,10.962203245698376,0,42,198.95,7.283236994219654,1.6151742935180664,26.369998931884766,23,64000,617.8903615474701,2026-01-27T18:41:26.223549
mouse,duck,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/mouse_to_duck,-1085.8206990559895,-1027.1449381510417,58.675760904947765,0.020498845726251602,5.0207439926452935e-05,0.04780757427215576,0.6826629638671875,-1875120.0,1187547.375,6942.86865234375,64312.86328125,18.87,16.0,13.114613985931879,1,64,197.66,9.546696347262976,1.6622164249420166,28.939998626708984,42,64000,639.8164179325104,2026-01-27T18:40:31.446202
bee,squirrel,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bee_to_squirrel,-744.6976699829102,-625.4011840820312,119.2964859008789,0.0008210776722989976,9.10598027985543e-05,-0.011027955450117588,1.7049068212509155,-1599420.625,1712242.75,11532.7158203125,71677.8359375,8.61,7.0,6.289507134903338,0,35,198.58,4.335784066874811,1.1224920749664307,15.75999927520752,19,64000,620.164802312851,2026-01-27T18:21:32.834387
bee,lion,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bee_to_lion,-637.4699516296387,-537.8862953186035,99.58365631103516,0.0017156134126707911,0.0005853773909620941,0.006979250814765692,1.4398061037063599,-945682.1875,1310423.875,11450.259765625,62107.36328125,7.42,6.0,5.9685509129101,0,32,202.91,3.6567936523581883,1.0560246706008911,11.059999465942383,19,64000,624.6452932357788,2026-01-27T18:32:20.565926
puppy,bunny,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_bunny,-744.0450134277344,-633.7415161132812,110.30349731445312,0.0020529048051685095,0.0007682735449634492,0.027676966041326523,1.1446728706359863,-1033861.8125,1313977.25,5688.84521484375,54479.12109375,33.89,31.5,20.79562213543995,0,91,196.89,17.212656813449136,2.8085291385650635,48.59000015258789,57,64000,617.8586020469666,2026-01-27T17:37:54.073075
puppy,owl,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_owl,-1195.6527404785156,-1136.0698547363281,59.5828857421875,-0.0015431521460413933,7.573091806989396e-06,0.004478755407035351,0.6075587272644043,-1440145.375,1344960.5,10182.4541015625,63324.171875,16.33,12.5,12.325627773058864,1,56,195.66,8.346110600020443,1.6571455001831055,27.26999855041504,57,64000,605.2151319980621,2026-01-27T19:43:33.567295
bear,frog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bear_to_frog,-1023.9071689181858,-1012.0511745876736,11.855994330512203,0.009119289927184582,2.674313509487547e-05,0.021303439512848854,0.1525406539440155,-1651585.5,1120213.125,6609.2587890625,53073.72265625,12.1,7.0,11.944454780357285,0,54,199.36,6.069422150882825,1.2478952407836914,21.889999389648438,132,64000,620.9083461761475,2026-01-27T18:09:25.121023
puppy,bird,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_bird,-1192.1644897460938,-1181.7559432983398,10.408546447753906,0.019835766404867172,8.397638885071501e-05,,,-1638314.0,2159168.75,12842.833984375,81535.875,33.13,33.5,19.06706846895977,0,92,188.24,17.59987250318742,2.5513129234313965,50.90999984741211,57,64000,629.655681848526,2026-01-27T16:34:36.903859
elephant,monkey,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/elephant_to_monkey,-469.4608154296875,-354.2625045776367,115.19831085205078,-0.01948586478829384,0.012630206532776356,-0.01963927410542965,1.2969108819961548,-1373216.25,1858859.875,4860.5068359375,54296.51953125,4.97,3.0,4.746482908428092,0,28,187.67,2.6482655725475572,0.5937248468399048,9.229999542236328,27,64000,597.757355928421,2026-01-27T19:23:56.986186
